dep_delay,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,time_hour,airline_name,flight_date,departure_time,arrival_time,dep_delay_status,distance_category
-4,-10,DL,2143,N970DL,LGA,MIA,158,1096,01-01-2013 09:00,Delta Air Lines Inc.,01-01-2013,08:56:00 AM,12:22:00 PM,On Time,Medium  Haul
1,-23,UA,1296,N75426,EWR,PBI,150,1023,01-01-2013 08:00,United Air Lines Inc.,01-01-2013,08:56:00 AM,11:40:00 AM,Delayed,Medium  Haul
-3,-14,HA,51,N380HA,JFK,HNL,659,4983,01-01-2013 09:00,Hawaiian Airlines Inc.,01-01-2013,08:57:00 AM,03:16:00 PM,On Time,Long Haul
-8,-13,DL,181,N321NB,LGA,DTW,110,502,01-01-2013 09:00,Delta Air Lines Inc.,01-01-2013,08:57:00 AM,11:07:00 AM,On Time,Medium  Haul
-3,-9,DL,485,N371NB,EWR,ATL,125,746,01-01-2013 09:00,Delta Air Lines Inc.,01-01-2013,08:57:00 AM,11:24:00 AM,On Time,Medium  Haul
6,-25,UA,1670,N45440,EWR,SEA,343,2402,01-01-2013 08:00,United Air Lines Inc.,01-01-2013,08:57:00 AM,11:57:00 AM,Delayed,Long Haul
-2,-8,MQ,4478,N737MQ,LGA,DTW,103,502,01-01-2013 09:00,Envoy Air,01-01-2013,08:58:00 AM,11:02:00 AM,On Time,Medium  Haul
-1,-24,DL,1885,N360NB,LGA,MCO,140,950,01-01-2013 09:00,Delta Air Lines Inc.,01-01-2013,08:59:00 AM,11:40:00 AM,On Time,Medium  Haul
-1,-2,VX,407,N846VA,JFK,LAX,359,2475,01-01-2013 09:00,Virgin America,01-01-2013,08:59:00 AM,12:23:00 PM,On Time,Long Haul
0,8,UA,1170,N19130,EWR,FLL,161,1065,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:00:00 AM,12:11:00 PM,On Time,Medium  Haul
-1,3,UA,580,N820UA,EWR,ORD,145,719,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:02:00 AM,10:48:00 AM,On Time,Medium  Haul
43,50,MQ,4655,N532MQ,LGA,BNA,142,764,01-01-2013 08:00,Envoy Air,01-01-2013,09:03:00 AM,10:45:00 AM,Delayed,Medium  Haul
-2,-19,UA,1401,N77525,EWR,MIA,158,1085,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:04:00 AM,12:07:00 PM,On Time,Medium  Haul
0,40,B6,1061,N281JB,JFK,AUS,263,1521,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:05:00 AM,01:09:00 PM,On Time,Long Haul
23,9,UA,1643,N17139,EWR,DEN,246,1605,01-01-2013 08:00,United Air Lines Inc.,01-01-2013,09:06:00 AM,11:34:00 AM,Delayed,Long Haul
-2,-7,B6,56,N203JB,JFK,BTV,52,266,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:08:00 AM,10:20:00 AM,On Time,Short Haul
-7,-29,US,1467,N959UW,LGA,PHL,32,96,01-01-2013 09:00,Us Airways Inc.,01-01-2013,09:08:00 AM,10:04:00 AM,On Time,Short Haul
0,9,UA,1220,N12216,EWR,IAH,233,1400,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:08:00 AM,12:28:00 PM,On Time,Medium  Haul
59,16,AA,655,N5EXAA,JFK,STT,184,1623,01-01-2013 08:00,American Airlines Inc.,01-01-2013,09:09:00 AM,01:31:00 PM,Delayed,Long Haul
12,21,AA,647,N5CRAA,JFK,MIA,166,1089,01-01-2013 09:00,American Airlines Inc.,01-01-2013,09:12:00 AM,12:41:00 PM,Delayed,Medium  Haul
6,-7,UA,1601,N38403,EWR,MIA,159,1085,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:12:00 AM,12:19:00 PM,Delayed,Medium  Haul
-5,-30,UA,1519,N24715,EWR,STT,189,1634,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:13:00 AM,01:46:00 PM,On Time,Long Haul
-6,4,AA,1589,N517AA,EWR,DFW,238,1372,01-01-2013 09:00,American Airlines Inc.,01-01-2013,09:14:00 AM,12:44:00 PM,On Time,Medium  Haul
14,15,UA,783,N810UA,EWR,CLE,85,404,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:14:00 AM,10:58:00 AM,Delayed,Short Haul
-3,28,AA,721,N596AA,LGA,DFW,258,1389,01-01-2013 09:00,American Airlines Inc.,01-01-2013,09:17:00 AM,01:13:00 PM,On Time,Medium  Haul
2,-5,B6,41,N568JB,JFK,MCO,145,944,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:17:00 AM,12:06:00 PM,Delayed,Medium  Haul
-3,-16,B6,1103,N216JB,JFK,RDU,80,427,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:17:00 AM,10:52:00 AM,On Time,Short Haul
15,14,B6,1305,N346JB,JFK,IAD,52,228,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:20:00 AM,10:39:00 AM,Delayed,Short Haul
0,27,MQ,4582,N527MQ,LGA,CLT,92,544,01-01-2013 09:00,Envoy Air,01-01-2013,09:20:00 AM,11:52:00 AM,On Time,Medium  Haul
21,10,DL,120,N713TW,JFK,LAX,333,2475,01-01-2013 09:00,Delta Air Lines Inc.,01-01-2013,09:21:00 AM,12:37:00 PM,Delayed,Long Haul
4,-4,B6,1004,N580JB,JFK,BOS,38,187,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:23:00 AM,10:26:00 AM,Delayed,Short Haul
-3,-17,B6,215,N775JB,EWR,SJU,191,1608,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:26:00 AM,02:04:00 PM,On Time,Long Haul
4,2,B6,57,N534JB,JFK,PBI,151,1028,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:26:00 AM,12:21:00 PM,Delayed,Medium  Haul
-2,13,UA,1597,N27733,EWR,EGE,287,1726,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:26:00 AM,12:33:00 PM,On Time,Long Haul
-3,-26,DL,1335,N951DL,LGA,RSW,166,1080,01-01-2013 09:00,Delta Air Lines Inc.,01-01-2013,09:27:00 AM,12:31:00 PM,On Time,Medium  Haul
0,-14,EV,4636,N11551,EWR,DCA,43,199,01-01-2013 09:00,Expressjet Airlines Inc.,01-01-2013,09:29:00 AM,10:28:00 AM,On Time,Short Haul
4,30,WN,766,N957WN,EWR,DEN,264,1605,01-01-2013 09:00,Southwest Airlines Co.,01-01-2013,09:29:00 AM,12:20:00 PM,Delayed,Long Haul
25,9,UA,1148,N57439,EWR,TPA,149,997,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:30:00 AM,12:18:00 PM,Delayed,Medium  Haul
1,-1,B6,375,N508JB,LGA,FLL,161,1076,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:31:00 AM,12:37:00 PM,Delayed,Medium  Haul
1,13,UA,255,N479UA,LGA,ORD,154,733,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:31:00 AM,11:21:00 AM,Delayed,Medium  Haul
2,-6,VX,251,N641VA,JFK,LAS,324,2248,01-01-2013 09:00,Virgin America,01-01-2013,09:32:00 AM,12:19:00 PM,Delayed,Long Haul
-4,-5,B6,4,N503JB,JFK,BUF,66,301,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:33:00 AM,10:57:00 AM,On Time,Short Haul
29,42,B6,17,N579JB,JFK,FLL,170,1069,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:33:00 AM,12:52:00 PM,Delayed,Medium  Haul
-2,15,WN,3895,N487WN,LGA,MDW,145,725,01-01-2013 09:00,Southwest Airlines Co.,01-01-2013,09:33:00 AM,11:20:00 AM,On Time,Medium  Haul
-4,-16,DL,2137,N975DL,LGA,TPA,159,1010,01-01-2013 09:00,Delta Air Lines Inc.,01-01-2013,09:36:00 AM,12:35:00 PM,On Time,Medium  Haul
-9,-12,DL,1903,N900DE,LGA,SRQ,169,1047,01-01-2013 09:00,Delta Air Lines Inc.,01-01-2013,09:36:00 AM,12:57:00 PM,On Time,Medium  Haul
-3,3,B6,361,N615JB,LGA,PBI,154,1035,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:37:00 AM,12:38:00 PM,On Time,Medium  Haul
-3,7,WN,1807,N729SW,LGA,MKE,143,738,01-01-2013 09:00,Southwest Airlines Co.,01-01-2013,09:37:00 AM,11:27:00 AM,On Time,Medium  Haul
-5,-11,AA,319,N4WJAA,LGA,ORD,133,733,01-01-2013 09:00,American Airlines Inc.,01-01-2013,09:40:00 AM,11:19:00 AM,On Time,Medium  Haul
-15,6,MQ,4654,N525MQ,LGA,ATL,129,762,01-01-2013 09:00,Envoy Air,01-01-2013,09:40:00 AM,12:26:00 PM,On Time,Medium  Haul
-4,2,B6,679,N806JB,JFK,LAX,352,2475,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:41:00 AM,01:00:00 PM,On Time,Long Haul
-13,-16,EV,4175,N15912,EWR,AVL,105,583,01-01-2013 09:00,Expressjet Airlines Inc.,01-01-2013,09:46:00 AM,11:46:00 AM,On Time,Medium  Haul
-6,-17,B6,600,N306JB,JFK,PWM,47,273,01-01-2013 09:00,Jetblue Airways,01-01-2013,09:47:00 AM,10:53:00 AM,On Time,Short Haul
-4,13,EV,4681,N12567,EWR,STL,170,872,01-01-2013 09:00,Expressjet Airlines Inc.,01-01-2013,09:50:00 AM,11:55:00 AM,On Time,Medium  Haul
-6,12,MQ,4670,N6EAMQ,LGA,BNA,144,764,01-01-2013 09:00,Envoy Air,01-01-2013,09:53:00 AM,11:41:00 AM,On Time,Medium  Haul
32,39,UA,222,N586UA,EWR,LAX,346,2454,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,09:53:00 AM,01:20:00 PM,Delayed,Long Haul
-5,11,US,75,N642AW,EWR,PHX,324,2133,01-01-2013 10:00,Us Airways Inc.,01-01-2013,09:55:00 AM,01:36:00 PM,On Time,Long Haul
-4,0,DL,1847,N956DL,LGA,ATL,129,762,01-01-2013 10:00,Delta Air Lines Inc.,01-01-2013,09:56:00 AM,12:41:00 PM,On Time,Medium  Haul
144,123,UA,856,N534UA,EWR,BOS,37,200,01-01-2013 07:00,United Air Lines Inc.,01-01-2013,09:57:00 AM,10:56:00 AM,Delayed,Short Haul
-3,-6,DL,2379,N965DL,LGA,FLL,151,1076,01-01-2013 10:00,Delta Air Lines Inc.,01-01-2013,09:59:00 AM,01:13:00 PM,On Time,Medium  Haul
-1,-15,US,1177,N765US,LGA,CLT,90,544,01-01-2013 10:00,Us Airways Inc.,01-01-2013,09:59:00 AM,11:51:00 AM,On Time,Medium  Haul
-7,-25,B6,503,N565JB,EWR,FLL,152,1065,01-01-2013 10:00,Jetblue Airways,01-01-2013,10:03:00 AM,12:55:00 PM,On Time,Medium  Haul
4,39,US,196,N541UW,JFK,PHX,342,2153,01-01-2013 09:00,Us Airways Inc.,01-01-2013,10:03:00 AM,02:08:00 PM,Delayed,Long Haul
5,5,UA,1625,N81449,EWR,DEN,254,1605,01-01-2013 10:00,United Air Lines Inc.,01-01-2013,10:05:00 AM,12:39:00 PM,Delayed,Long Haul
-3,7,MQ,3795,N503MQ,EWR,ORD,131,719,01-01-2013 10:00,Envoy Air,01-01-2013,10:07:00 AM,11:47:00 AM,On Time,Medium  Haul
-6,-10,DL,2319,N933DL,LGA,MSP,160,1020,01-01-2013 10:00,Delta Air Lines Inc.,01-01-2013,10:09:00 AM,12:19:00 PM,On Time,Medium  Haul
-5,-6,US,1103,N162UW,EWR,CLT,90,529,01-01-2013 10:00,Us Airways Inc.,01-01-2013,10:10:00 AM,12:04:00 PM,On Time,Medium  Haul
-5,11,US,1441,N712US,JFK,CLT,97,541,01-01-2013 10:00,Us Airways Inc.,01-01-2013,10:10:00 AM,12:25:00 PM,On Time,Medium  Haul
10,5,EV,5736,N820AS,LGA,IAD,59,229,01-01-2013 10:00,Expressjet Airlines Inc.,01-01-2013,10:11:00 AM,11:33:00 AM,Delayed,Short Haul
-4,-21,DL,1529,N399DA,JFK,LAS,320,2248,01-01-2013 10:00,Delta Air Lines Inc.,01-01-2013,10:11:00 AM,12:46:00 PM,On Time,Long Haul
-2,2,FL,347,N942AT,LGA,ATL,129,762,01-01-2013 10:00,Airtran Airways Corporation,01-01-2013,10:21:00 AM,12:54:00 PM,On Time,Medium  Haul
-5,-10,EV,4709,N14905,EWR,BUF,59,282,01-01-2013 10:00,Expressjet Airlines Inc.,01-01-2013,10:24:00 AM,11:40:00 AM,On Time,Short Haul
-6,-11,MQ,4471,N719MQ,LGA,RDU,78,431,01-01-2013 10:00,Envoy Air,01-01-2013,10:24:00 AM,12:04:00 PM,On Time,Short Haul
5,26,AA,731,N3FXAA,LGA,DFW,247,1389,01-01-2013 10:00,American Airlines Inc.,01-01-2013,10:25:00 AM,01:56:00 PM,Delayed,Medium  Haul
34,-4,UA,501,N437UA,EWR,MCO,137,937,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,10:25:00 AM,12:58:00 PM,Delayed,Medium  Haul
-4,11,AA,19,N328AA,JFK,LAX,356,2475,01-01-2013 10:00,American Airlines Inc.,01-01-2013,10:26:00 AM,01:51:00 PM,On Time,Long Haul
2,11,UA,1004,N76508,LGA,IAH,237,1416,01-01-2013 10:00,United Air Lines Inc.,01-01-2013,10:28:00 AM,01:50:00 PM,Delayed,Medium  Haul
-1,32,AA,179,N325AA,JFK,SFO,389,2586,01-01-2013 10:00,American Airlines Inc.,01-01-2013,10:29:00 AM,02:27:00 PM,On Time,Long Haul
-5,-17,EV,4277,N11189,EWR,CHS,100,628,01-01-2013 10:00,Expressjet Airlines Inc.,01-01-2013,10:30:00 AM,12:29:00 PM,On Time,Medium  Haul
1,-22,VX,23,N625VA,JFK,SFO,363,2586,01-01-2013 10:00,Virgin America,01-01-2013,10:31:00 AM,01:53:00 PM,Delayed,Long Haul
1,-11,UA,1294,N77258,EWR,FLL,157,1065,01-01-2013 10:00,United Air Lines Inc.,01-01-2013,10:31:00 AM,01:23:00 PM,Delayed,Medium  Haul
-3,15,EV,4180,N13955,EWR,IND,135,645,01-01-2013 10:00,Expressjet Airlines Inc.,01-01-2013,10:32:00 AM,01:05:00 PM,On Time,Medium  Haul
16,-6,UA,779,N849UA,EWR,BOS,42,200,01-01-2013 10:00,United Air Lines Inc.,01-01-2013,10:33:00 AM,11:30:00 AM,Delayed,Short Haul
7,11,AA,321,N581AA,LGA,ORD,133,733,01-01-2013 10:00,American Airlines Inc.,01-01-2013,10:37:00 AM,12:21:00 PM,Delayed,Medium  Haul
8,21,UA,985,N423UA,EWR,ORD,149,719,01-01-2013 10:00,United Air Lines Inc.,01-01-2013,10:38:00 AM,12:23:00 PM,Delayed,Medium  Haul
2,-1,B6,31,N529JB,JFK,MCO,142,944,01-01-2013 10:00,Jetblue Airways,01-01-2013,10:42:00 AM,01:25:00 PM,Delayed,Medium  Haul
-1,19,EV,4322,N15555,EWR,MKE,151,725,01-01-2013 10:00,Expressjet Airlines Inc.,01-01-2013,10:44:00 AM,12:31:00 PM,On Time,Medium  Haul
-1,1,UA,455,N667UA,EWR,IAH,229,1400,01-01-2013 10:00,United Air Lines Inc.,01-01-2013,10:44:00 AM,01:52:00 PM,On Time,Medium  Haul
3,-11,UA,1060,N76503,EWR,RSW,157,1068,01-01-2013 10:00,United Air Lines Inc.,01-01-2013,10:44:00 AM,01:39:00 PM,Delayed,Medium  Haul
-8,-6,AA,739,N3AVAA,LGA,DFW,230,1389,01-01-2013 10:00,American Airlines Inc.,01-01-2013,10:47:00 AM,01:59:00 PM,On Time,Medium  Haul
-3,-9,DL,1275,N3748Y,JFK,SLC,295,1990,01-01-2013 10:00,Delta Air Lines Inc.,01-01-2013,10:47:00 AM,02:01:00 PM,On Time,Long Haul
-2,12,MQ,4589,N537MQ,LGA,DTW,112,502,01-01-2013 10:00,Envoy Air,01-01-2013,10:48:00 AM,01:02:00 PM,On Time,Medium  Haul
3,4,B6,373,N520JB,LGA,FLL,165,1076,01-01-2013 10:00,Jetblue Airways,01-01-2013,10:53:00 AM,02:02:00 PM,Delayed,Medium  Haul
-5,-13,DL,1647,N920DE,LGA,ATL,129,762,01-01-2013 10:00,Delta Air Lines Inc.,01-01-2013,10:54:00 AM,01:26:00 PM,On Time,Medium  Haul
-3,-6,EV,4479,N11544,EWR,PWM,51,284,01-01-2013 10:00,Expressjet Airlines Inc.,01-01-2013,10:56:00 AM,12:03:00 PM,On Time,Short Haul
-4,-6,DL,2185,N917DL,LGA,TPA,158,1010,01-01-2013 11:00,Delta Air Lines Inc.,01-01-2013,10:56:00 AM,02:07:00 PM,On Time,Medium  Haul
-2,-6,US,2171,N951UW,LGA,DCA,50,214,01-01-2013 11:00,Us Airways Inc.,01-01-2013,10:58:00 AM,12:10:00 PM,On Time,Short Haul
-1,-14,WN,321,N505SW,LGA,BWI,43,185,01-01-2013 11:00,Southwest Airlines Co.,01-01-2013,10:59:00 AM,12:01:00 PM,On Time,Short Haul
-1,-5,MQ,3792,N509MQ,JFK,DCA,50,213,01-01-2013 11:00,Envoy Air,01-01-2013,10:59:00 AM,12:10:00 PM,On Time,Short Haul
6,-9,UA,369,N451UA,EWR,LAS,325,2227,01-01-2013 10:00,United Air Lines Inc.,01-01-2013,10:59:00 AM,01:42:00 PM,Delayed,Long Haul
18,13,B6,545,N630JB,EWR,PBI,145,1023,01-01-2013 10:00,Jetblue Airways,01-01-2013,11:01:00 AM,01:45:00 PM,Delayed,Medium  Haul
3,-11,DL,2071,N339NW,LGA,MIA,155,1096,01-01-2013 11:00,Delta Air Lines Inc.,01-01-2013,11:03:00 AM,02:10:00 PM,Delayed,Medium  Haul
18,23,UA,688,N521UA,EWR,SFO,356,2565,01-01-2013 10:00,United Air Lines Inc.,01-01-2013,11:05:00 AM,02:28:00 PM,Delayed,Long Haul
-8,-5,MQ,4485,N730MQ,LGA,CMH,95,479,01-01-2013 11:00,Envoy Air,01-01-2013,11:07:00 AM,01:05:00 PM,On Time,Short Haul
-6,-23,AA,2099,N3GSAA,LGA,MIA,157,1096,01-01-2013 11:00,American Airlines Inc.,01-01-2013,11:09:00 AM,02:02:00 PM,On Time,Medium  Haul
-4,-4,B6,24,N279JB,JFK,BTV,52,266,01-01-2013 11:00,Jetblue Airways,01-01-2013,11:11:00 AM,12:22:00 PM,On Time,Short Haul
12,2,UA,285,N517UA,JFK,SFO,364,2586,01-01-2013 11:00,United Air Lines Inc.,01-01-2013,11:12:00 AM,02:40:00 PM,Delayed,Long Haul
-2,3,DL,1031,N320NB,LGA,DTW,104,502,01-01-2013 11:00,Delta Air Lines Inc.,01-01-2013,11:13:00 AM,01:18:00 PM,On Time,Medium  Haul
134,145,UA,1086,N76502,LGA,IAH,248,1416,01-01-2013 09:00,United Air Lines Inc.,01-01-2013,11:14:00 AM,02:47:00 PM,Delayed,Medium  Haul
96,78,EV,4495,N16561,EWR,SAV,117,708,01-01-2013 09:00,Expressjet Airlines Inc.,01-01-2013,11:20:00 AM,01:31:00 PM,Delayed,Medium  Haul
-5,5,WN,1057,N469WN,LGA,STL,176,888,01-01-2013 11:00,Southwest Airlines Co.,01-01-2013,11:20:00 AM,01:30:00 PM,On Time,Medium  Haul
13,34,UA,405,N587UA,LGA,DEN,256,1620,01-01-2013 11:00,United Air Lines Inc.,01-01-2013,11:23:00 AM,02:10:00 PM,Delayed,Long Haul
24,4,B6,641,N590JB,JFK,SFO,349,2586,01-01-2013 11:00,Jetblue Airways,01-01-2013,11:24:00 AM,02:35:00 PM,Delayed,Long Haul
-1,0,DL,1171,N376NW,LGA,RSW,169,1080,01-01-2013 11:00,Delta Air Lines Inc.,01-01-2013,11:24:00 AM,02:45:00 PM,On Time,Medium  Haul
-5,-7,US,1085,N169UW,LGA,CLT,94,544,01-01-2013 11:00,Us Airways Inc.,01-01-2013,11:25:00 AM,01:25:00 PM,On Time,Medium  Haul
-2,-6,EV,4294,N14180,EWR,RDU,73,416,01-01-2013 11:00,Expressjet Airlines Inc.,01-01-2013,11:27:00 AM,01:03:00 PM,On Time,Short Haul
-3,16,UA,703,N518UA,JFK,LAX,357,2475,01-01-2013 11:00,United Air Lines Inc.,01-01-2013,11:27:00 AM,03:04:00 PM,On Time,Long Haul
-2,-4,UA,1143,N14118,EWR,PBI,156,1023,01-01-2013 11:00,United Air Lines Inc.,01-01-2013,11:27:00 AM,02:21:00 PM,On Time,Medium  Haul
-1,-15,UA,987,N496UA,EWR,TPA,156,997,01-01-2013 11:00,United Air Lines Inc.,01-01-2013,11:28:00 AM,02:22:00 PM,On Time,Medium  Haul
5,-4,AA,327,N3DEAA,LGA,ORD,127,733,01-01-2013 11:00,American Airlines Inc.,01-01-2013,11:30:00 AM,01:01:00 PM,Delayed,Medium  Haul
-1,3,DL,2219,N343NB,LGA,MSP,166,1020,01-01-2013 11:00,Delta Air Lines Inc.,01-01-2013,11:30:00 AM,01:45:00 PM,On Time,Medium  Haul
-3,-6,MQ,4553,N856MQ,LGA,CLE,89,419,01-01-2013 11:00,Envoy Air,01-01-2013,11:32:00 AM,01:24:00 PM,On Time,Short Haul
4,3,B6,133,N652JB,JFK,RSW,168,1074,01-01-2013 11:00,Jetblue Airways,01-01-2013,11:33:00 AM,02:40:00 PM,Delayed,Medium  Haul
3,-2,VX,409,N839VA,JFK,LAX,347,2475,01-01-2013 11:00,Virgin America,01-01-2013,11:33:00 AM,02:48:00 PM,Delayed,Long Haul
-5,-16,AA,1623,N3EYAA,EWR,MIA,156,1085,01-01-2013 11:00,American Airlines Inc.,01-01-2013,11:35:00 AM,02:29:00 PM,On Time,Medium  Haul
-3,-6,DL,2175,N999DN,LGA,PBI,153,1035,01-01-2013 11:00,Delta Air Lines Inc.,01-01-2013,11:37:00 AM,02:45:00 PM,On Time,Medium  Haul
-2,5,UA,1010,N39726,EWR,SNA,371,2434,01-01-2013 11:00,United Air Lines Inc.,01-01-2013,11:43:00 AM,03:12:00 PM,On Time,Long Haul
-1,11,EV,4876,N695CA,EWR,ATL,126,746,01-01-2013 11:00,Expressjet Airlines Inc.,01-01-2013,11:44:00 AM,02:22:00 PM,On Time,Medium  Haul
-8,8,FL,353,N932AT,LGA,CAK,82,397,01-01-2013 11:00,Airtran Airways Corporation,01-01-2013,11:47:00 AM,01:35:00 PM,On Time,Short Haul
-6,-12,EV,4693,N21144,EWR,SYR,46,195,01-01-2013 11:00,Expressjet Airlines Inc.,01-01-2013,11:50:00 AM,01:02:00 PM,On Time,Short Haul
-6,9,EV,4275,N29917,EWR,CMH,95,463,01-01-2013 11:00,Expressjet Airlines Inc.,01-01-2013,11:53:00 AM,01:50:00 PM,On Time,Short Haul
30,29,B6,1,N552JB,JFK,FLL,167,1069,01-01-2013 11:00,Jetblue Airways,01-01-2013,11:53:00 AM,02:54:00 PM,Delayed,Medium  Haul
-7,-39,DL,863,N712TW,JFK,LAX,330,2475,01-01-2013 12:00,Delta Air Lines Inc.,01-01-2013,11:53:00 AM,02:50:00 PM,On Time,Long Haul
-6,-13,B6,1174,N206JB,EWR,BOS,40,200,01-01-2013 12:00,Jetblue Airways,01-01-2013,11:54:00 AM,12:53:00 PM,On Time,Short Haul
-6,22,MQ,4658,N8EGMQ,LGA,ATL,141,762,01-01-2013 12:00,Envoy Air,01-01-2013,11:54:00 AM,02:52:00 PM,On Time,Medium  Haul
-5,7,AA,3,N322AA,JFK,LAX,353,2475,01-01-2013 12:00,American Airlines Inc.,01-01-2013,11:55:00 AM,03:17:00 PM,On Time,Long Haul
-5,-12,DL,1443,N969DL,LGA,FLL,160,1076,01-01-2013 12:00,Delta Air Lines Inc.,01-01-2013,11:55:00 AM,03:07:00 PM,On Time,Medium  Haul
-5,1,DL,1947,N904DL,LGA,ATL,133,762,01-01-2013 12:00,Delta Air Lines Inc.,01-01-2013,11:55:00 AM,02:41:00 PM,On Time,Medium  Haul
-5,-3,MQ,4425,N846MQ,JFK,DCA,57,213,01-01-2013 12:00,Envoy Air,01-01-2013,11:55:00 AM,01:12:00 PM,On Time,Short Haul
-1,-5,EV,4511,N16546,EWR,ROC,50,246,01-01-2013 11:00,Expressjet Airlines Inc.,01-01-2013,11:57:00 AM,01:10:00 PM,On Time,Short Haul
-8,-3,MQ,4431,N723MQ,LGA,RDU,80,431,01-01-2013 12:00,Envoy Air,01-01-2013,11:57:00 AM,01:42:00 PM,On Time,Short Haul
-3,-4,UA,1197,N13113,EWR,MCO,151,937,01-01-2013 12:00,United Air Lines Inc.,01-01-2013,11:57:00 AM,02:52:00 PM,On Time,Medium  Haul
-7,10,AA,743,N426AA,LGA,DFW,248,1389,01-01-2013 12:00,American Airlines Inc.,01-01-2013,11:58:00 AM,03:30:00 PM,On Time,Medium  Haul
-2,-4,WN,1568,N783SW,EWR,BWI,38,169,01-01-2013 12:00,Southwest Airlines Co.,01-01-2013,11:58:00 AM,12:56:00 PM,On Time,Short Haul
-2,7,UA,701,N588UA,LGA,ORD,142,733,01-01-2013 12:00,United Air Lines Inc.,01-01-2013,11:58:00 AM,01:38:00 PM,On Time,Medium  Haul
0,12,US,1443,N755US,JFK,CLT,102,541,01-01-2013 12:00,Us Airways Inc.,01-01-2013,12:00:00 PM,02:08:00 PM,On Time,Medium  Haul
-5,4,EV,4347,N11536,EWR,BTV,51,266,01-01-2013 12:00,Expressjet Airlines Inc.,01-01-2013,12:02:00 PM,01:18:00 PM,On Time,Short Haul
3,-8,UA,1663,N38403,EWR,SJU,187,1608,01-01-2013 11:00,United Air Lines Inc.,01-01-2013,12:02:00 PM,04:45:00 PM,Delayed,Long Haul
-2,24,EV,3850,N13978,EWR,ATL,142,746,01-01-2013 12:00,Expressjet Airlines Inc.,01-01-2013,12:03:00 PM,03:01:00 PM,On Time,Medium  Haul
3,-26,VX,25,N843VA,JFK,SFO,353,2586,01-01-2013 12:00,Virgin America,01-01-2013,12:03:00 PM,03:19:00 PM,Delayed,Long Haul
4,12,B6,523,N612JB,EWR,MCO,139,937,01-01-2013 12:00,Jetblue Airways,01-01-2013,12:04:00 PM,03:00:00 PM,Delayed,Medium  Haul
5,-2,UA,1461,N39418,EWR,IAH,221,1400,01-01-2013 12:00,United Air Lines Inc.,01-01-2013,12:05:00 PM,03:03:00 PM,Delayed,Medium  Haul
-3,-3,EV,4216,N14168,EWR,BUF,59,282,01-01-2013 12:00,Expressjet Airlines Inc.,01-01-2013,12:06:00 PM,01:25:00 PM,On Time,Short Haul
10,38,B6,625,N239JB,JFK,HOU,253,1428,01-01-2013 11:00,Jetblue Airways,01-01-2013,12:08:00 PM,03:40:00 PM,Delayed,Medium  Haul
-4,10,EV,4135,N21537,EWR,CLT,102,529,01-01-2013 12:00,Expressjet Airlines Inc.,01-01-2013,12:11:00 PM,02:23:00 PM,On Time,Medium  Haul
-3,24,MQ,3697,N517MQ,EWR,ORD,143,719,01-01-2013 12:00,Envoy Air,01-01-2013,12:17:00 PM,02:14:00 PM,On Time,Medium  Haul
-1,-4,UA,391,N573UA,EWR,SFO,345,2565,01-01-2013 12:00,United Air Lines Inc.,01-01-2013,12:17:00 PM,03:25:00 PM,On Time,Long Haul
-1,0,AA,1757,N545AA,LGA,STL,161,888,01-01-2013 12:00,American Airlines Inc.,01-01-2013,12:19:00 PM,02:15:00 PM,On Time,Medium  Haul
-6,-9,DL,1715,N342NB,LGA,MSY,195,1183,01-01-2013 12:00,Delta Air Lines Inc.,01-01-2013,12:19:00 PM,02:51:00 PM,On Time,Medium  Haul
0,23,WN,133,N254WN,EWR,MDW,142,711,01-01-2013 12:00,Southwest Airlines Co.,01-01-2013,12:20:00 PM,02:03:00 PM,On Time,Medium  Haul
23,43,EV,4679,N14916,EWR,JAX,131,820,01-01-2013 11:00,Expressjet Airlines Inc.,01-01-2013,12:22:00 PM,03:12:00 PM,Delayed,Medium  Haul
